imdbID,isAdult,movie_name,movie_date,box_office,runtime,language,countries,genres,author_book,year_book,rating,numVotes
tt0091149,0,thegreatmousedetective,1986,38625550.0,74.0,English Language,United States of America,"Detective fiction, Adventure, Detective, Children's/Family, Animation, Mystery, Musical, Children's Fantasy, Family Film",Eve Titus,1958,7.1,55616
tt0091164,0,halfmoonstreet,1986,,89.0,English Language,"United States of America, United Kingdom","Thriller, Mystery, Drama, Suspense, Political thriller, Romantic drama, Romance Film",Paul Theroux,1984,5.4,2852
tt0091474,0,manhunter,1986,8620929.0,124.0,English Language,United States of America,"Thriller, Crime Fiction, Detective, Psychological thriller, Mystery, Drama, Crime Thriller, Slasher",Thomas Harris,1981,7.2,84539
tt0091605,0,thenameoftherose,1986,77153487.0,130.0,"Latin Language, English Language","France, Italy, West Germany, Germany","Crime Fiction, Thriller, Detective fiction, Detective, World cinema, Costume drama, Gothic Film, Mystery, Period piece, Drama, Film adaptation, Crime Thriller, Whodunit",Umberto Eco,1980,7.7,119916
tt0091799,0,psychoiii,1986,14482000.0,92.0,English Language,United States of America,"Thriller, Crime Fiction, Horror, Psychological thriller, Mystery, Slasher",Robert Bloch,1959,5.5,17050
tt0091867,0,aroomwithaview,1985,20966644.0,115.0,"Italian Language, English Language",United Kingdom,"Romantic drama, Romance Film, Drama, Period piece, Film adaptation", E. M. Forster,1908,7.2,49143
tt0092042,0,tai-pan,1986,,127.0,English Language,United States of America,"Indie, Action/Adventure, Period piece, Drama, Film adaptation, Historical Epic, Adventure",James Clavell,1966,5.6,1969
tt0092563,0,angelheart,1987,17185632.0,113.0,"French Language, English Language","United States of America, Canada, United Kingdom","Thriller, Horror, Detective, Erotic thriller, Supernatural, Mystery, Crime Thriller",William Hjortsberg,1978,7.2,97948
tt0092627,0,thebedroomwindow,1987,12640385.0,109.0,English Language,United States of America,"Thriller, Mystery, Psychological thriller, Erotic thriller, Suspense, Crime Thriller", Anne Holden,1971,6.4,7110
tt0092636,0,bellmanandtrue,1987,,112.0,English Language,United Kingdom,"Crime Fiction, Heist, Drama, Crime Thriller, Thriller", Desmond Lowden,1975,6.8,561
tt0092695,0,thebravelittletoaster,1987,,90.0,English Language,"United States of America, Japan, Taiwan","Japanese Movies, Adventure, Children's/Family, Road movie, Animation, Musical, Children's, Fantasy, Comedy, Music, Family Film",Thomas M. Disch,1986,7.2,28210
tt0092710,0,burglar,1987,16357355.0,91.0,English Language,"United States of America, Canada","Action/Adventure, Mystery, Action, Comedy",Lawrence Block,1978,5.1,4819
tt0092783,0,cop,1988,,111.0,English Language,United States of America,"Thriller, Mystery, Drama, Psychological thriller, Crime Thriller",James Ellroy,1984,6.4,6540
tt0092879,0,desyatnegrityat,1987,,137.0,Russian Language,Soviet Union,"Thriller, Mystery, Ensemble Film, Whodunit, Psychological thriller",Agatha Christie,1939,7.7,3218
tt0092965,0,empireofthesun,1987,66240000.0,152.0,"Japanese Language, Standard Mandarin, English Language, Mandarin Chinese",United States of America,"Biography, Film adaptation, Childhood Drama, Period piece, Drama, War film, Coming of age",J. G. Ballard,1984,7.7,136444
tt0093036,0,flowersintheattic,1987,15151736.0,93.0,English Language,United States of America,"Thriller, Mystery, Horror, Drama, Film adaptation",V. C. Andrews,1979,5.7,11538
tt0093044,0,thefourthprotocol,1987,12423831.0,118.0,English Language,United Kingdom,"Thriller, Action Thrillers, Mystery, Glamorized Spy Film, Film adaptation, Action, Spy",Frederick Forsyth,1984,6.5,11376
tt0093073,0,gardensofstone,1987,5262050.0,111.0,English Language,United States of America,"Drama, Anti-war, Film adaptation, Anti-war film, War film", Nicholas Proffitt,1983,6.3,6395
tt0093227,0,howlingiii,1987,,98.0,English Language,"Australia, New Zealand","Horror, Comedy, Indie",Gary Brandner,1977,3.5,5694
tt0093267,0,intervista,1987,,113.0,Italian Language,Italy,"Mockumentary, World cinema, Comedy-drama, Satire, Fantasy, Comedy, Drama, Biographical film",Franz Kafka,1927,7.0,3316
tt0093277,0,ironweed,1987,7393346.0,143.0,English Language,United States of America,"Period piece, Drama, Film adaptation",William Kennedy,1983,6.7,10197
tt0093300,0,jaws:therevenge,1987,51881013.0,91.0,English Language,United States of America,"Action/Adventure, Natural horror films, Action, Horror, Thriller",Peter Benchley,1974,3.0,50731
tt0093407,0,lessthanzero,1987,12396383.0,98.0,"English Language, Spanish Language",United States of America,"Crime Fiction, Romance Film, Drama, Teen",Bret Easton Ellis,1985,6.4,22701
tt0093489,0,manonfire,1987,519596.0,92.0,"French Language, Italian Language, English Language","France, Italy","Thriller, Action, Drama, Indie",A. J. Quinnell,1980,5.8,3165
tt0093512,0,maurice,1987,2438304.0,140.0,English Language,United Kingdom,"LGBT, Indie, Gay Themed, Gay, Period piece, Gay Interest, Drama, Film adaptation, Romantic drama, Romance Film",E. M. Forster,1971,7.6,24505
tt0093640,0,nowayout,1987,35509515.0,114.0,English Language,United States of America,"Thriller, Erotic thriller, Psychological thriller, Mystery, Suspense, Political thriller, Crime Thriller, Spy",Kenneth Fearing,1946,7.1,48618
tt0093743,0,pinocchioandtheemperorofthenight,1987,3261638.0,87.0,English Language,United States of America,"Adventure, Children's/Family, Fairy tale, Animation, Fantasy, Children's Fantasy",Carlo Collodi,1883,6.2,786
tt0093779,0,theprincessbride,1987,30857814.0,98.0,English Language,United States of America,"Adventure, Children's/Family, Fairy tale, Fantasy, Comedy, Adventure Comedy, Romance Film, Action, Family Film",William Goldman,1973,8.0,458580
tt0093855,0,areturntosalem'slot,1987,,101.0,English Language,United States of America,Horror,Stephen King,1975,4.3,5179
tt0093894,0,therunningman,1987,38122105.0,101.0,English Language,United States of America,"Thriller, Science Fiction, Action, Dystopia, Film adaptation",Stephen King[N 32],1982,6.6,171631
tt0094332,0,thewitchesofeastwick,1987,63766510.0,118.0,English Language,United States of America,"Thriller, Horror, Fantasy, Comedy, Film adaptation, Drama, Black comedy",John Updike,1984,6.5,79629
tt0094606,0,theaccidentaltourist,1988,32632093.0,121.0,English Language,United States of America,"Romantic drama, Romance Film, Drama",Anne Tyler,1985,6.7,17559
tt0094669,0,appointmentwithdeath,1988,,102.0,English Language,"United States of America, United Kingdom","Mystery, Detective fiction, Whodunit, Detective",Agatha Christie,1938,6.1,6453
tt0094715,0,beaches,1988,57041866.0,123.0,English Language,United States of America,"Melodrama, Buddy film, Comedy-drama, Musical, Drama, Comedy",Iris Rainer Dart,1985,7.0,29445
tt0094799,0,"brightlights,bigcity",1988,16118077.0,110.0,English Language,"United States of America, Japan","Japanese Movies, Drama",Jay McInerney,1984,5.7,9170
tt0094869,0,thechocolatewar,1988,303624.0,104.0,English Language,United States of America,"Drama, Teen, Film adaptation",Robert Cormier,1974,6.6,2492
tt0094890,0,cocoon:thereturn,1988,18924919.0,116.0,English Language,United States of America,"Drama, Science Fiction, Comedy-drama", David Saperstein,1985,5.4,17562
tt0094947,0,dangerousliaisons,1988,34700000.0,119.0,English Language,"United States of America, United Kingdom","Costume drama, Period piece, Drama, Comedy, Film adaptation, Romantic drama, Romance Film",Pierre Choderlos de Laclos,1782,7.5,76395
tt0094979,0,thedeceivers,1988,346297.0,102.0,English Language,"India, United Kingdom","Crime Fiction, Adventure, Action/Adventure, Period piece, Drama, Film adaptation, Political drama",John Masters,1952,6.0,1315
tt0095016,0,diehard,1988,140767956.0,132.0,"Italian Language, German Language, English Language",United States of America,"Crime Fiction, Thriller, Action, Action/Adventure",Roderick Thorp,1979,8.2,962965
tt0095119,0,everybody'sall-american,1988,12638294.0,127.0,English Language,United States of America,"Sports, Romantic drama, Romance Film, Drama",Frank Deford,1981,6.2,3502
tt0095188,0,funnyfarm,1988,25537221.0,101.0,English Language,United States of America,"Americana, Comedy, Domestic Comedy",Jay Cronley,1985,6.2,25372
tt0095776,0,oliver&company,1988,74151346.0,72.0,English Language,United States of America,"Adventure, Animation, Musical, Children's, Music, Family Film",Charles Dickens,1837–1839,6.6,54078
tt0095956,0,ramboiii,1988,189015611.0,102.0,"English Language, Russian Language",United States of America,"Thriller, Action/Adventure, Action Thrillers, Action, War film",David Morrell,1972,5.8,142646
tt0096332,0,theunbearablelightnessofbeing,1988,10006806.0,172.0,English Language,United States of America,"Erotic Drama, Erotica, Marriage Drama, Drama, Film adaptation, Romantic drama, Romance Film, Political drama",Milan Kundera,1984,7.3,39207
tt0096438,0,whoframedrogerrabbit,1988,329803958.0,104.0,English Language,United States of America,"Parody, Crime Fiction, Fantasy Comedy, Buddy film, Animation, Action/Adventure, Mystery, Fantasy, Comedy, Black comedy, Family Film, Action",Gary K. Wolf,1981,7.7,221407
tt0096866,0,thebfg,1989,,87.0,English Language,United Kingdom,,Roald Dahl,1982,6.7,7622
tt0096933,0,blackrain,1989,134212055.0,125.0,"Japanese Language, English Language",United States of America,"Thriller, Crime Fiction, Action/Adventure, Drama, Suspense, Action",Masuji Ibuse,1965,6.6,60913
tt0097028,0,catchaser,1989,,98.0,English Language,United States of America,"Thriller, Crime Fiction, Indie, Action/Adventure, Drama, Suspense, Crime Thriller, Action",Elmore Leonard,1982,5.2,1547
tt0097142,0,dad,1989,27503037.0,117.0,English Language,United States of America,"Drama, Comedy-drama, Comedy",William Wharton,1981,6.3,5365
tt0097162,0,deadcalm,1989,,96.0,English Language,"United States of America, Australia, New Zealand","Thriller, Psychological thriller, World cinema, Suspense", Charles F. Williams,1963,6.8,44700
tt0097194,0,devilintheflesh,1986,,114.0,Italian Language,"France, Italy","Drama, Erotica",Raymond Radiguet,1923,4.6,129
tt0097328,0,familybusiness,1989,12195695.0,112.0,English Language,United States of America,"Crime Fiction, Heist, Drama, Comedy, Gangster Film",Vincent Patrick,1985,5.7,14065
tt0097334,0,farewelltotheking,1989,2420917.0,114.0,English Language,United States of America,"Thriller, Indie, Film adaptation, Action/Adventure, Drama, War film, Action, Adventure",Pierre Schoendoerffer,1969,6.2,3192
tt0097351,0,fieldofdreams,1989,84431625.0,107.0,English Language,United States of America,"Americana, Family Drama, Baseball, Sports, Fantasy, Film adaptation, Drama, Family Film",W. P. Kinsella,1982,7.5,131724
tt0097366,0,fletchlives,1989,39450960.0,95.0,English Language,United States of America,"Crime Fiction, Thriller, Adventure, Comedy Thriller, Cult, Mystery, Comedy, Action, Whodunit",Gregory Mcdonald,1974,6.1,23661
tt0097371,0,foodofthegodsii,1989,,90.0,English Language,"United States of America, Canada","Natural horror films, Science Fiction, Horror, Monster",H. G. Wells,1904,4.1,1451
tt0097441,0,glory,1989,26828365.0,124.0,English Language,United States of America,"Costume drama, Epic, Period piece, Drama, War film, Action, Political drama",Lincoln Kirstein,1973,7.8,146935
tt0097570,0,incountry,1989,3532000.0,120.0,English Language,United States of America,"Family Drama, Period piece, Drama, War film, Coming of age, Romance Film",Bobbie Ann Mason,1985,5.9,3202
tt0097626,0,johnnyhandsome,1989,7237794.0,96.0,,United States of America,"Crime Fiction, Thriller, Drama",Morton Freedgood,1973,6.1,11277
tt0097883,0,millennium,1989,,108.0,English Language,"United States of America, Canada","Time travel, Thriller, Science Fiction, Drama, Indie",John Varley,1983,5.7,7131
tt0097891,0,wilt,1989,,92.0,,United Kingdom,"Crime Fiction, Comedy film",Tom Sharpe,1976,6.1,1203
tt0098084,0,petsematary,1989,57469179.0,100.0,English Language,United States of America,"Thriller, Horror, Supernatural, Mystery, Fantasy, Film adaptation, Zombie Film, Drama",Stephen King,1983,6.5,117939
tt0098090,0,thephantomoftheopera,1989,3953745.0,93.0,English Language,United States of America,"Monster movie, Horror",Gaston Leroux,1909–1910,5.5,4631
tt0098165,0,therainbow,1989,,113.0,English Language,"United States of America, United Kingdom",Drama,D. H. Lawrence,1915,6.3,1773
tt0098194,0,thereturnofthemusketeers,1989,,103.0,English Language,"France, Spain, United Kingdom","Swashbuckler films, Adventure, Costume drama, Action/Adventure, Comedy, Action", père,1845,5.9,4006
tt0098454,0,tenlittleindians,1989,,98.0,English Language,United Kingdom,"Thriller, Mystery",Agatha Christie,1939,4.7,1635
tt0098575,0,valmont,1989,1132112.0,130.0,English Language,"France, United States of America, Kingdom of Great Britain","Indie, World cinema, Costume drama, Period piece, Drama, Film adaptation, Romantic drama, Romance Film",Pierre Choderlos de Laclos,1782,7.0,14504
tt0098621,0,thewaroftheroses,1989,160188546.0,117.0,English Language,United States of America,"Black comedy, Satire, Drama, Comedy, Film adaptation", Warren Adler,1981,6.8,58432
tt0098994,0,"afterdark,mysweet",1990,2678414.0,114.0,English Language,United States of America,"Thriller, Crime Fiction, Erotic thriller, Crime Drama, Psychological thriller, Mystery, Drama, Film adaptation, Crime Thriller, Neo-noir",Jim Thompson,1955,6.5,4359
tt0099165,0,thebonfireofthevanities,1990,15691192.0,125.0,English Language,United States of America,"Black comedy, Satire, Drama, Comedy",Tom Wolfe,1987,5.6,27178
tt0099166,0,bookoflove,1990,1382259.0,86.0,English Language,United States of America,"Romantic comedy, Romance Film, Comedy",William Kotzwinkle,1980,6.2,1307
tt0099292,0,thecomfortofstrangers,1990,,107.0,English Language,"United States of America, Italy, United Kingdom","Thriller, World cinema, Psychological thriller, Erotic thriller, Drama, Crime Thriller",Ian McEwan,1981,6.3,6654
tt0099348,0,danceswithwolves,1990,424208848.0,224.0,"Sioux language, Pawnee Language, English Language","United States of America, United Kingdom","Adventure, Epic Western, Costume drama, Indian Western, Film adaptation, Epic, Action/Adventure, Revisionist Western, Western, Drama, Period piece, War film",Michael Blake,1986,8.0,296506
tt0099409,0,desperatehours,1990,2742912.0,105.0,English Language,United States of America,"Thriller, Crime Fiction, Psychological thriller, Mystery, Drama, Suspense, Crime Thriller",Joseph Hayes,1954,5.4,8711
tt0099423,0,diehard2,1990,240031094.0,120.0,"English Language, Spanish Language",United States of America,"Thriller, Crime Fiction, Action Thrillers, Action/Adventure, Action, Airplanes and airports",Walter Wager,1987,7.1,388694
tt0099528,0,theexorcistiii,1990,39024251.0,110.0,English Language,United States of America,"Cult, Horror, Psychological thriller, Supernatural",William Peter Blatty,1971,6.5,40334
tt0099587,0,flightoftheintruder,1991,14587732.0,114.0,English Language,United States of America,"Thriller, Adventure, War film, Action/Adventure, Period piece, Drama, Film adaptation, Action",Stephen Coonts,1986,5.8,7930
tt0099612,0,frankensteinunbound,1990,334748.0,82.0,English Language,United States of America,"Drama, Science Fiction, Horror, Time travel, Monster",Mary Shelley,1818,5.4,4282
tt0099674,0,thegodfatherpartiii,1990,136766062.0,169.0,"Italian Language, German Language, English Language",United States of America,"Crime Fiction, Thriller, Gangster Film, Crime Drama, Family Drama, Ensemble Film, Mystery, Period piece, Drama, Film adaptation",Mario Puzo,1969,7.6,431739
tt0099703,0,thegrifters,1990,13446769.0,113.0,English Language,United States of America,"Crime Fiction, Thriller, Crime Drama, Drama, Suspense, Film adaptation, Black comedy, Neo-noir",Jim Thompson,1963,6.9,31142
tt0099710,0,theguardian,1990,17037887.0,92.0,English Language,United States of America,"Thriller, Horror, Supernatural",Dan Greenburg,1987,5.4,6561
tt0099731,0,thehandmaid'stale,1990,,109.0,English Language,"United States of America, Germany","Science Fiction, Indie, Drama, Film adaptation, Feminist Film, Dystopia",Margaret Atwood,1985,6.0,11142
tt0099810,0,thehuntforredoctober,1990,200512643.0,135.0,"Russian Language, English Language",United States of America,"Thriller, Action Thrillers, Action/Adventure, Drama, Political thriller, Action",Tom Clancy,1984,7.5,219066
tt0100054,0,lordoftheflies,1990,13985225.0,90.0,English Language,United States of America,"Adventure, Thriller, Drama, Psychological thriller, Film adaptation",William Golding,1954,6.4,34572
tt0100157,0,misery,1990,61276872.0,104.0,English Language,United States of America,"Thriller, Black comedy, Psychological thriller, Suspense, Film adaptation",Stephen King,1987,7.8,243603
tt0100196,0,mountainsofthemoon,1990,,140.0,English Language,United States of America,"Action/Adventure, Costume drama, Drama, Adventure, British Empire Film",William Harrison,1982,7.1,4406
tt0100240,0,theneverendingstoryii:thenextchapter,1990,17373527.0,90.0,English Language,"United States of America, Germany","Fantasy Adventure, Adventure, Children's/Family, Fantasy, Children's Fantasy, Drama, Family Film",Michael Ende,1979,5.1,27925
tt0100404,0,presumedinnocent,1990,221303188.0,127.0,English Language,United States of America,"Thriller, Psychological thriller, Mystery, Drama, Suspense, Courtroom Drama",Scott Turow,1987,6.9,48974
tt0100442,0,q&a,1990,,132.0,English Language,United States of America,"Crime Fiction, Action, Drama, Suspense, Indie",Edwin Torres,1977,6.6,7201
tt0100449,0,quickchange,1990,15260154.0,89.0,English Language,United States of America,"Crime Fiction, Heist, Comedy",Jay Cronley,1981,6.8,22602
tt0100477,0,therescuersdownunder,1990,47431461.0,77.0,English Language,United States of America,"Crime Fiction, Fantasy Adventure, Adventure, Children's/Family, Animation, Mystery, Fantasy, Children's Fantasy, Drama, Family Film",Margery Sharp,1959,6.8,48342
tt0100530,0,therussiahouse,1990,22998000.0,129.0,"English Language, Russian Language","United States of America, United Kingdom","Thriller, Film adaptation, Drama, Political thriller, Political drama, Spy",John le Carré,1989,6.1,18190
tt0100691,0,stella,1990,20240128.0,109.0,English Language,United States of America,Drama,Olive Higgins Prouty,1923,6.1,2906
tt0100931,0,whyme?,1990,,87.0,English Language,United States of America,"Crime Fiction, Thriller, Comedy",Donald E. Westlake,1983,5.8,1430
tt0100944,0,thewitches,1990,10360553.0,91.0,English Language,"United States of America, United Kingdom, Norway","Fantasy, Family Film, Horror",Roald Dahl,1983,6.8,56207
tt0101348,0,angelsquare,1990,,110.0,English Language,Canada,Drama,Brian Doyle,1987,6.7,64
tt0101373,0,atplayinthefieldsofthelord,1991,1342903.0,189.0,English Language,United States of America,"Jungle Film, Drama, Adventure",Peter Matthiessen,1965,6.8,3600
tt0101412,0,beastmaster2:throughtheportaloftime,1991,869235.0,107.0,English Language,United States of America,"Sword and sorcery, Science Fiction, Action, Fantasy, Adventure",Andre Norton,1959,4.1,3662
tt0101453,0,billybathgate,1991,15565363.0,107.0,English Language,United States of America,"Crime Fiction, Gangster Film, Period piece, Coming of age, Film adaptation, Drama, Crime Thriller",E. L. Doctorow,1989,5.9,12909
tt0101540,0,capefear,1991,182291969.0,120.0,English Language,United States of America,"Crime Fiction, Thriller, Remake, Psychological thriller, Drama, Suspense, Crime Thriller",John D. MacDonald,1957,7.3,222025
tt0101787,0,dyingyoung,1991,82264675.0,114.0,English Language,United States of America,"Romantic drama, Romance Film, Drama, Medical fiction",Marti Leimbach,1990,6.0,17442
tt0101862,0,fatherofthebride,1991,89325780.0,104.0,English Language,United States of America,"Romantic comedy, Family Film, Romance Film, Comedy",Edward Streeter,1949,6.6,86199
tt0101921,0,friedgreentomatoes,1991,119418501.0,120.0,English Language,United States of America,"LGBT, Female buddy film, Period piece, Drama, Comedy, Film adaptation",Fannie Flagg,1987,7.7,85809
tt0102057,0,hook,1991,300854823.0,142.0,English Language,United States of America,"Fantasy Adventure, Adventure, Children's/Family, Fantasy, Comedy, War film, Family Film, Children's Fantasy",J. M. Barrie,1911,6.8,277852
tt0102443,0,amidnightclear,1992,,107.0,English Language,United States of America,"Anti-war, Indie, War film, Drama, Film adaptation, Action, Anti-war film",William Wharton,1982,7.1,9986
tt0102511,0,nakedlunch,1991,2641357.0,115.0,English Language,"Japan, Canada, United Kingdom","LGBT, Erotic Drama, Japanese Movies, Indie, Experimental film, Surrealism, Psychological thriller, Addiction Drama, Mystery, Biography, Drama, Comedy, Film adaptation, Fantasy, Avant-garde, Kafkaesque",William S. Burroughs,1959,6.9,57846
tt0102663,0,thepianist,1991,,112.0,English Language,Canada,"Romantic drama, Romance Film, Drama, Indie, Film adaptation",Ann Ireland,1985,4.8,145
tt0102713,0,theprinceoftides,1991,110000000.0,132.0,English Language,United States of America,"Romantic drama, Romance Film, Melodrama, Drama, Film adaptation",Pat Conroy,1986,6.8,20243
tt0102782,0,returntothebluelagoon,1991,2808000.0,98.0,English Language,United States of America,"Adventure, Action/Adventure, Coming of age, Drama, Romantic drama, Romance Film, Teen",Henry De Vere Stacpoole,1923,5.2,22051
tt0102926,0,thesilenceofthelambs,1991,272742922.0,118.0,English Language,United States of America,"Thriller, LGBT, Horror, Psychological thriller, Crime Fiction, Suspense, Drama, Crime Thriller",Thomas Harris,1988,8.6,1590079
tt0102945,0,sleepingwiththeenemy,1991,174999005.0,95.0,English Language,United States of America,"Thriller, Mystery, Drama, Psychological thriller, Suspense",Nancy Price,1987,6.3,66987
tt0103069,0,texasville,1990,2268000.0,126.0,English Language,United States of America,"Romantic drama, Romance Film, Americana, Drama",Larry McMurtry,1987,6.0,3144
tt0103247,0,whitefang,1991,34793160.0,109.0,English Language,United States of America,"Family Film, Family Drama, Drama, Adventure, Film adaptation",Jack London,1906,6.7,22899
tt0103874,0,bramstoker'sdracula,1992,215862692.0,123.0,"Italian Language, French Language, Latin Language, Bulgarian Language, Greek Language, English Language, Japanese Language, Romanian Language",United States of America,"Thriller, Horror, Costume drama, Gothic Film, Cult, Period piece, Fantasy, Film adaptation, Drama, Romance Film, Costume Horror",Bram Stoker,1897,7.4,247092
tt0104237,0,damage,1992,7532911.0,112.0,"French Language, Italian Language, German Language, English Language","France, United Kingdom, Germany","Erotica, Drama, Film adaptation, Romantic drama, Romance Film, Indie",Josephine Hart,1991,6.7,21021
tt0104299,0,freejack,1992,17129000.0,110.0,English Language,United States of America,"Thriller, Science Fiction, Chase Movie, Drama, Film adaptation, Time travel, Action, Dystopia",Robert Sheckley,1959,5.4,17828
tt0104321,0,gasfoodlodging,1992,,102.0,"English Language, Spanish Language",United States of America,"Indie, Family Drama, Coming of age, Film adaptation, Drama, Romantic drama, Romance Film, Feminist Film",Richard Peck,1971,6.6,4511
tt0104454,0,howardsend,1992,25966555.0,136.0,"German Language, English Language","Japan, United Kingdom","Japanese Movies, Costume drama, Period piece, Drama, Film adaptation, Romantic drama, Romance Film",E. M. Forster,1910,7.4,36625
tt0104691,0,thelastofthemohicans,1992,75505856.0,112.0,"French Language, Mohawk Language, English Language",United States of America,"Costume drama, War film, Period piece, Drama, Film adaptation, Romantic drama, Romance Film",James Fenimore Cooper,1826,7.6,192673
tt0104759,0,thelostworld,1992,,100.0,English Language,Canada,"Monster movie, Science Fiction, Adventure, Action/Adventure, Fantasy, Film adaptation, Drama",Arthur Conan Doyle,1912,5.3,1376
tt0104850,0,memoirsofaninvisibleman,1992,19806514.0,99.0,English Language,"France, United States of America","Science Fiction, Superhero movie, Action/Adventure, Fantasy, Comedy, Drama, Action", H.F. Saint,1987,6.0,27454
tt0105001,0,nightandthecity,1992,6202756.0,105.0,English Language,United States of America,"Crime Fiction, Remake, Drama, Neo-noir",Gerald Kersh,1938,5.8,5280
tt0105046,0,ofmiceandmen,1992,5471088.0,110.0,English Language,United States of America,"Period piece, Drama, Indie, Film adaptation",John Steinbeck,1937,7.4,48282
tt0105112,0,patriotgames,1992,178051587.0,116.0,English Language,United States of America,"Thriller, Crime Fiction, Film adaptation, Action/Adventure, War film, Drama, Political thriller, Action Thrillers, Action",Tom Clancy,1987,6.8,122723
tt0105159,0,thepowerofone,1992,,127.0,English Language,"France, United States of America, Australia","Drama, Period piece, Coming of age, Film adaptation",Bryce Courtenay,1989,7.1,10884
tt0105249,0,returntothelostworld,1992,,99.0,English Language,Canada,"Monster movie, Science Fiction, Fantasy Adventure, Adventure, Action/Adventure, Fantasy",Arthur Conan Doyle,1912,5.0,682
tt0105391,0,shiningthrough,1992,43838238.0,132.0,"German Language, English Language","United States of America, United Kingdom","Thriller, Action/Adventure, Drama, War film, Romantic drama, Romance Film, Action, Spy",Susan Isaacs,1988,6.4,11022
tt0106185,0,theinnocent,1993,,119.0,English Language,"United Kingdom, Germany","Thriller, Indie, World cinema, Period piece, Drama, Film adaptation, Romantic drama, Romance Film, Spy",Ian McEwan,1990,5.6,1743
tt0106223,0,theadventuresofhuckfinn,1993,24103594.0,108.0,"French Language, English Language",United States of America,"Adventure, Children's/Family, Costume drama, Children's, Coming of age, Family Film, Family-Oriented Adventure",Mark Twain,1884,6.2,9405
tt0106226,0,theageofinnocence,1993,32255440.0,139.0,English Language,United States of America,"Romance Film, Drama",Edith Wharton,1921,7.2,69510
tt0106452,0,bodysnatchers,1993,,87.0,English Language,United States of America,"Thriller, Science Fiction, Horror, Alien Film, Drama, Film adaptation",Jack Finney,1955,6.0,21759
tt0106519,0,carlito'sway,1993,63848322.0,143.0,"English Language, Spanish Language",United States of America,"Crime Fiction, Gangster Film, Drama, Thriller, Crime Drama",Edwin Torres,1979,7.9,236337
tt0106727,0,dirtyweekend,1993,,102.0,,United Kingdom,"Thriller, Drama",Helen Zahavi,1991,5.2,735
tt0106918,0,thefirm,1993,270248367.0,154.0,English Language,United States of America,"Thriller, Mystery, Drama, Suspense, Film adaptation, Crime Thriller, Courtroom Drama, Documentary",John Grisham,1991,6.9,151014
tt0107007,0,gettysburg,1993,10769960.0,366.0,English Language,United States of America,"Costume drama, War film, Epic, Period piece, Drama, Film adaptation, Action",Michael Shaara,1974,7.6,31932
tt0107131,0,homewardbound:theincrediblejourney,1993,41833324.0,85.0,English Language,United States of America,"Adventure, Children's/Family, Animal Picture, Children's, Drama, Comedy, Family Film, Family-Oriented Adventure",Sheila Burnford,1961,7.0,52372
tt0107151,0,thehouseofthespirits,1993,,145.0,"English Language, Spanish Language","United States of America, Portugal, Denmark, Germany","Thriller, Indie, Supernatural, Family Drama, Epic, Mystery, Period piece, Drama, Suspense, Film adaptation, Romantic drama, Romance Film, Political drama",Isabel Allende,1982,6.9,25410
tt0107282,0,thejoyluckclub,1993,32861136.0,139.0,"Standard Mandarin, Mandarin Chinese, English Language, Cantonese",United States of America,"Ensemble Film, Family Drama, Drama, Film adaptation",Amy Tan,1989,7.7,18737
tt0107290,0,jurassicpark,1993,914691118.0,127.0,"English Language, Spanish Language",United States of America,"Thriller, Natural horror films, Science Fiction, Horror, Adventure, Film adaptation, Action/Adventure, Monster, Action",Michael Crichton,1990,8.2,1092355
tt0107501,0,themanwithoutaface,1993,24760338.0,116.0,English Language,United States of America,"Drama, Film adaptation",Isabelle Holland,1972,6.7,31562
tt0107636,0,themysteryofedwindrood,1993,,112.0,English Language,United Kingdom,"Mystery, Drama",Charles Dickens,1870,6.6,72
tt0107798,0,thepelicanbrief,1993,195268056.0,141.0,English Language,United States of America,"Thriller, Action/Adventure, Political thriller, Action Thrillers, Mystery, Suspense, Film adaptation, Action, Courtroom Drama",John Grisham,1992,6.6,98121
tt0107943,0,theremainsoftheday,1993,63954968.0,138.0,English Language,"United States of America, United Kingdom","Romantic drama, Romance Film, Drama, Period piece, Film adaptation",Ishiguro,1989,7.8,86824
tt0107969,0,risingsun,1993,107198790.0,129.0,English Language,United States of America,"Thriller, Crime Fiction, Mystery, Drama, Suspense, Crime Thriller, Action",Michael Crichton,1992,6.3,48813
tt0108052,0,schindler'slist,1993,321306305.0,186.0,"French Language, Polish Language, Hebrew Language, German Language, English Language",United States of America,"Tragedy, Biography, History, War film, Biopic [feature], Black-and-white, Period piece, Drama, Film adaptation, Biographical film",[1]Thomas Keneally,1982,9.0,1485219
tt0108162,0,sliver,1993,116300000.0,107.0,English Language,United States of America,"Thriller, Erotic thriller, Romance Film, Psychological thriller",Ira Levin,1991,5.1,34760
tt0108333,0,thethreemusketeers,1993,53898845.0,105.0,English Language,"United States of America, Austria, United Kingdom","Swashbuckler films, Adventure, Costume drama, Action/Adventure, Comedy, Romance Film, Action, Family Film",Peter B. Kyne,1913,6.4,60600
tt0108388,0,thetrial,1993,,120.0,English Language,United Kingdom,"Thriller, Drama, Courtroom Drama",Franz Kafka,1925,6.0,2575
tt0108565,0,widesargassosea,1993,,98.0,English Language,"Australia, New Zealand","Erotica, World cinema, Period piece, Drama, Film adaptation, Romantic drama, Romance Film",Jean Rhys,1966,5.6,2252
